dc,Station Number,Year,Month,Day,Total daily global solar exposure in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0030 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0100 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0130 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0200 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0230 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0300 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0330 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0400 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0430 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0500 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0530 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0600 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0630 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0700 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0730 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0800 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0830 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0900 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0930 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1000 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1030 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1100 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1130 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1200 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1230 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1300 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1330 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1400 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1430 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1500 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1530 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1600 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1630 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1700 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1730 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1800 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1830 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1900 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1930 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2000 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2030 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2100 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2130 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2200 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2230 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2300 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2330 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2400 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),#
dc, 86282,2013,01,12,18.399885,0.5914240, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0017280, 0.013515,0.0031820, 0.082164,0.0060580, 0.167314,0.0096220, 0.266853,0.0129580, 0.314972,0.0124570, 0.435954,0.0144860, 0.544066,0.0157720, 0.694587,0.0213570, 0.411958,0.0105840, 0.675813,0.0165190, 1.018716,0.0260100, 1.000273,0.0290320, 1.110918,0.0279770, 1.024335,0.0243970, 1.006005,0.0254350, 1.312710,0.0418440, 1.381339,0.0555420, 1.341273,0.0559600, 1.154215,0.0423910, 0.858896,0.0238510, 0.773932,0.0185560, 0.741424,0.0187390, 0.532300,0.0137460, 0.456205,0.0129070, 0.428006,0.0140920, 0.315546,0.0125690, 0.190939,0.0092310, 0.100600,0.0062660, 0.034492,0.0036970, 0.010306,0.0030040, 0.000245,0.0014400, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,01,13, 8.479194,0.2626430, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0015360, 0.002449,0.0028950, 0.021466,0.0032350, 0.056007,0.0042060, 0.079597,0.0046450, 0.128871,0.0056380, 0.182149,0.0064090, 0.273735,0.0080250, 0.300699,0.0078330, 0.247329,0.0062520, 0.300627,0.0071130, 0.323161,0.0075300, 0.350886,0.0079810, 0.402852,0.0088370, 0.403947,0.0087990, 0.344991,0.0076770, 0.427465,0.0094300, 0.388008,0.0087170, 0.419613,0.0091950, 0.395217,0.0089640, 0.339245,0.0076660, 0.330387,0.0076990, 0.629522,0.0151960, 0.849151,0.0284970, 0.223425,0.0068560, 0.381741,0.0183020, 0.341055,0.0169660, 0.211329,0.0127000, 0.095551,0.0060580, 0.025755,0.0034410, 0.002952,0.0028900, 0.000000,0.0014400, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,01,14,28.383457,0.9159900, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0016320, 0.011874,0.0031060, 0.103852,0.0073560, 0.349377,0.0191260, 0.568345,0.0280340, 0.679640,0.0256390, 0.818551,0.0316980, 0.498160,0.0188590, 0.401391,0.0113640, 0.582502,0.0166980, 0.921001,0.0380610, 0.868552,0.0347230, 0.818388,0.0327930, 1.835226,0.0833630, 1.498401,0.0684530, 1.717773,0.0799780, 1.979665,0.0443780, 1.928481,0.0394730, 1.869846,0.0383300, 1.783572,0.0367270, 1.672715,0.0348420, 1.538200,0.0328840, 1.388497,0.0312190, 1.220330,0.0298650, 1.034277,0.0286200, 0.840958,0.0271920, 0.642031,0.0247930, 0.442656,0.0206280, 0.256174,0.0144870, 0.098970,0.0071710, 0.013839,0.0031420, 0.000201,0.0013440, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,01,15,32.372537,0.8000830, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0014400, 0.010618,0.0030680, 0.085836,0.0063450, 0.248413,0.0138620, 0.442487,0.0202300, 0.641088,0.0243310, 0.835052,0.0265510, 1.031385,0.0281410, 1.217888,0.0295020, 1.387525,0.0309970, 1.541268,0.0328340, 1.666314,0.0346550, 1.765195,0.0363280, 1.851510,0.0379500, 1.919693,0.0392940, 1.939207,0.0396780, 1.932469,0.0395400, 1.880749,0.0388870, 1.832962,0.0386280, 1.753189,0.0371350, 1.642614,0.0352090, 1.520264,0.0334300, 1.369423,0.0316170, 1.205133,0.0302310, 0.865183,0.0263230, 0.614611,0.0244670, 0.577912,0.0229620, 0.309180,0.0147190, 0.173643,0.0102020, 0.093305,0.0068660, 0.018025,0.0033030, 0.000384,0.0013450, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,01,16,31.648752,0.8736190, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0012480, 0.005993,0.0029410, 0.074655,0.0058540, 0.208338,0.0124590, 0.407983,0.0199150, 0.612496,0.0240380, 0.801595,0.0352010, 1.026022,0.0359040, 1.141071,0.0360170, 1.208419,0.0285100, 1.397919,0.0360360, 1.490084,0.0350690, 1.717393,0.0353580, 1.807335,0.0376230, 1.814563,0.0422440, 1.871230,0.0572590, 1.662870,0.0613300, 1.904649,0.0389890, 1.844018,0.0378090, 1.754488,0.0361380, 1.639956,0.0341730, 1.497157,0.0364440, 1.355905,0.0305150, 1.184833,0.0290320, 1.006828,0.0279090, 0.816407,0.0264500, 0.622510,0.0241000, 0.429459,0.0200750, 0.244202,0.0138900, 0.089961,0.0066900, 0.010403,0.0030430, 0.000000,0.0013440, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,01,17,26.147350,0.9106280, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0012480, 0.011026,0.0030630, 0.078542,0.0060830, 0.235994,0.0137940, 0.181347,0.0095740, 0.582363,0.0230760, 0.744159,0.0310960, 0.824135,0.0286200, 1.198301,0.0310150, 1.359748,0.0338860, 0.751627,0.0188550, 1.295508,0.0304410, 1.777736,0.0560260, 1.191413,0.0277710, 1.060570,0.0293790, 1.460239,0.0443730, 1.242510,0.0360250, 1.375077,0.0405030, 1.556793,0.0650310, 1.190022,0.0484820, 1.332018,0.0477550, 1.506457,0.0544880, 1.214935,0.0498140, 1.057768,0.0495690, 0.950761,0.0328740, 0.667868,0.0293970, 0.595368,0.0247110, 0.407647,0.0208980, 0.220523,0.0131530, 0.066049,0.0054550, 0.009081,0.0030030, 0.001754,0.0011620, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,01,18,18.003619,0.7027990, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0012480, 0.002232,0.0028950, 0.012791,0.0030090, 0.071737,0.0049930, 0.190793,0.0092150, 0.288132,0.0122090, 0.747656,0.0316400, 0.980967,0.0273340, 1.133391,0.0319630, 1.315594,0.0295070, 1.147105,0.0541850, 0.514290,0.0232100, 0.243774,0.0064360, 0.132635,0.0040550, 0.125840,0.0039510, 0.443517,0.0109560, 0.486009,0.0124050, 0.680383,0.0240100, 1.065158,0.0447540, 1.069389,0.0480150, 1.671511,0.0704650, 1.553046,0.0567940, 0.937375,0.0415570, 0.904648,0.0359720, 0.799617,0.0336840, 0.560677,0.0262960, 0.494935,0.0211210, 0.194284,0.0108760, 0.186223,0.0119860, 0.043086,0.0041430, 0.006811,0.0029440, 0.000000,0.0009600, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,01,19,28.271742,0.8099880, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0010580, 0.002995,0.0028930, 0.024996,0.0033720, 0.098566,0.0062060, 0.279795,0.0142180, 0.297262,0.0131740, 0.209710,0.0075600, 0.222327,0.0070440, 0.474492,0.0123550, 0.876124,0.0286570, 0.767868,0.0171940, 1.138774,0.0448440, 1.414548,0.0638950, 1.848160,0.0718170, 1.971337,0.0562290, 1.922793,0.0461900, 1.979116,0.0419930, 1.945199,0.0398210, 1.880137,0.0385560, 1.801079,0.0371170, 1.684159,0.0351300, 1.549248,0.0332070, 1.390063,0.0313950, 1.216753,0.0299820, 1.031343,0.0288030, 0.839101,0.0274430, 0.638664,0.0249820, 0.432285,0.0204330, 0.241515,0.0138820, 0.083606,0.0063550, 0.009654,0.0030160, 0.000060,0.0011520, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,01,20,32.084242,0.7845840, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0010560, 0.007382,0.0029800, 0.088702,0.0065820, 0.239352,0.0135500, 0.413375,0.0192580, 0.597615,0.0230130, 0.782967,0.0252600, 0.971923,0.0268240, 1.162530,0.0283980, 1.330089,0.0298800, 1.495698,0.0319660, 1.634616,0.0340560, 1.746172,0.0359650, 1.835564,0.0376380, 1.898322,0.0388620, 1.929288,0.0394800, 1.925342,0.0394010, 1.898638,0.0388730, 1.838045,0.0377010, 1.753599,0.0361510, 1.633229,0.0341040, 1.486630,0.0319310, 1.329873,0.0301410, 1.159623,0.0287170, 0.956850,0.0269020, 0.765941,0.0252540, 0.565029,0.0223080, 0.367591,0.0175750, 0.195744,0.0114640, 0.065081,0.0053200, 0.009171,0.0030010, 0.000253,0.0009600, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,01,21,28.601400,0.6793410, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0009600, 0.001128,0.0028830, 0.014211,0.0030480, 0.043168,0.0037690, 0.114972,0.0060540, 0.193016,0.0079690, 0.298116,0.0100100, 0.517948,0.0152660, 0.987029,0.0274080, 1.273394,0.0286910, 1.436605,0.0307490, 1.566460,0.0326660, 1.688576,0.0347970, 1.776661,0.0364430, 1.813731,0.0371450, 1.838404,0.0376350, 1.843961,0.0377470, 1.806473,0.0370020, 1.743829,0.0357880, 1.655034,0.0341380, 1.552585,0.0324440, 1.439999,0.0309540, 1.298632,0.0294590, 1.131846,0.0280650, 0.938956,0.0264510, 0.749284,0.0247870, 0.597009,0.0238770, 0.203582,0.0118080, 0.057465,0.0044160, 0.017829,0.0031540, 0.001485,0.0028850, 0.000000,0.0008640, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,01,22,27.856779,0.7453030, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000193,0.0008640, 0.002833,0.0028990, 0.026701,0.0034180, 0.068279,0.0048130, 0.160887,0.0080010, 0.139420,0.0062550, 0.141275,0.0054300, 0.368307,0.0105800, 0.571989,0.0143230, 0.604489,0.0138820, 0.886775,0.0296900, 1.574506,0.0452640, 1.480855,0.0566880, 1.775756,0.0629640, 1.911508,0.0391440, 1.934298,0.0395860, 1.937236,0.0396440, 1.908036,0.0390700, 1.842488,0.0409780, 1.762518,0.0363440, 1.644319,0.0343530, 1.513274,0.0325280, 1.354323,0.0307340, 1.180092,0.0292880, 0.991561,0.0279580, 0.798403,0.0264160, 0.599161,0.0237480, 0.400375,0.0192010, 0.215856,0.0126350, 0.054935,0.0048760, 0.006115,0.0029500, 0.000000,0.0007680, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,01,23,31.578586,0.8811190, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0007680, 0.002484,0.0028960, 0.090390,0.0068800, 0.243638,0.0139900, 0.548580,0.0261840, 0.483825,0.0274900, 0.545540,0.0335690, 0.466153,0.0207370, 1.032908,0.0461970, 1.366071,0.0402120, 1.578330,0.0338770, 1.721380,0.0359400, 1.593034,0.0633370, 1.866801,0.0392950, 1.899621,0.0400200, 1.929331,0.0406920, 1.927367,0.0406470, 1.898664,0.0400980, 1.841739,0.0390030, 1.756796,0.0374250, 1.646210,0.0355400, 1.514160,0.0336140, 1.356176,0.0317230, 1.185207,0.0302110, 1.000503,0.0288420, 0.804464,0.0270840, 0.598128,0.0240280, 0.398091,0.0192950, 0.212325,0.0125380, 0.064530,0.0053530, 0.006128,0.0029500, 0.000000,0.0006720, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,01,24,31.608832,0.9327660, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0007680, 0.004108,0.0029160, 0.060957,0.0051280, 0.193821,0.0113930, 0.372740,0.0179310, 0.580095,0.0231940, 0.788383,0.0265910, 0.987546,0.0287770, 1.174530,0.0305950, 1.344736,0.0324670, 1.482526,0.0342550, 1.610301,0.0364030, 1.719293,0.0385170, 1.818485,0.0484050, 1.885301,0.0512040, 1.917370,0.0522690, 1.913669,0.0523770, 1.879467,0.0516700, 1.823820,0.0504110, 1.739013,0.0483990, 1.627423,0.0458200, 1.496442,0.0430000, 1.331894,0.0396870, 1.158397,0.0366360, 0.768180,0.0271050, 0.611091,0.0246780, 0.635313,0.0287140, 0.428698,0.0227350, 0.203077,0.0127490, 0.048320,0.0045560, 0.003825,0.0029230, 0.000000,0.0004800, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,01,25,13.643590,0.4696250, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0006720, 0.001321,0.0028830, 0.017188,0.0031420, 0.055661,0.0042880, 0.126826,0.0066390, 0.076737,0.0042410, 0.047501,0.0033070, 0.146587,0.0050500, 0.220691,0.0061680, 0.207712,0.0055950, 0.149367,0.0043340, 0.189135,0.0049140, 0.377016,0.0083700, 0.935414,0.0272740, 1.267222,0.0430560, 1.418168,0.0641830, 0.844796,0.0226060, 0.543458,0.0119290, 0.559356,0.0123930, 0.662006,0.0199560, 0.771976,0.0296970, 1.024014,0.0404440, 1.112517,0.0281990, 0.681825,0.0174390, 0.615526,0.0178650, 0.536979,0.0183710, 0.374959,0.0153810, 0.382213,0.0190360, 0.233362,0.0137610, 0.059525,0.0051150, 0.004521,0.0029260, 0.000000,0.0003840, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,01,26,16.486785,0.5457580, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0003840, 0.001257,0.0028850, 0.014700,0.0030630, 0.073185,0.0051140, 0.085279,0.0049920, 0.111320,0.0052420, 0.184324,0.0067380, 0.298062,0.0088830, 0.384123,0.0099330, 0.492865,0.0117510, 0.529718,0.0118030, 0.792270,0.0176410, 0.536727,0.0122160, 0.553446,0.0121510, 0.730468,0.0157530, 0.853262,0.0203800, 1.045585,0.0334630, 1.292296,0.0487220, 1.265140,0.0486990, 1.367342,0.0421710, 0.975066,0.0285730, 1.055436,0.0365580, 1.204515,0.0432720, 0.885286,0.0381330, 0.618838,0.0211490, 0.413006,0.0146460, 0.305760,0.0129630, 0.257832,0.0134410, 0.128794,0.0080920, 0.028602,0.0035620, 0.002267,0.0028920, 0.000000,0.0004800, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,01,27,25.267678,1.1167520, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0002880, 0.001588,0.0028860, 0.021966,0.0033160, 0.086397,0.0060890, 0.139124,0.0073710, 0.298258,0.0128670, 0.317298,0.0113400, 0.555114,0.0200920, 0.342000,0.0096250, 0.715231,0.0239430, 0.454105,0.0129160, 1.075282,0.0444810, 1.313691,0.0489510, 1.419685,0.0730900, 1.747277,0.0903450, 1.998701,0.0782320, 1.943073,0.0724230, 1.562800,0.0784930, 1.384498,0.0889570, 1.483079,0.0805300, 1.342055,0.0741710, 1.516279,0.0624150, 1.370037,0.0432520, 1.177633,0.0374980, 0.982092,0.0341690, 0.784440,0.0307170, 0.583615,0.0263710, 0.388231,0.0206050, 0.203442,0.0128900, 0.056260,0.0051110, 0.004418,0.0029230, 0.000000,0.0003840, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,01,28,27.809287,1.0455649, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0002880, 0.002153,0.0028910, 0.020405,0.0032800, 0.059309,0.0045550, 0.344389,0.0171920, 0.473577,0.0210180, 0.335362,0.0149610, 0.585015,0.0236110, 0.965049,0.0416940, 1.005643,0.0437170, 1.189660,0.0601760, 1.777012,0.0410300, 1.640236,0.0604710, 1.711558,0.0566460, 1.788643,0.0427610, 1.851380,0.0493780, 1.711190,0.0637920, 1.894987,0.0594970, 1.773079,0.0575610, 1.264538,0.0633760, 1.230439,0.0692290, 1.011524,0.0757000, 1.238394,0.0343070, 1.145547,0.0289510, 0.950474,0.0274500, 0.750052,0.0255220, 0.548033,0.0224170, 0.361669,0.0179410, 0.153370,0.0096250, 0.024934,0.0034380, 0.001656,0.0028850, 0.000000,0.0001920, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,01,29,20.144063,0.8087950, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000142,0.0001920, 0.003969,0.0029010, 0.013810,0.0030460, 0.053477,0.0042590, 0.102752,0.0057120, 0.213346,0.0089610, 0.340004,0.0117060, 0.382687,0.0112080, 0.426735,0.0110300, 0.453975,0.0107060, 0.561732,0.0124300, 0.689801,0.0147110, 1.337641,0.0402360, 0.705309,0.0177740, 1.010824,0.0212420, 1.351625,0.0565660, 1.549294,0.0706600, 1.016547,0.0348710, 1.441224,0.0669000, 1.066647,0.0428490, 1.481647,0.0582010, 1.344731,0.0638840, 0.896678,0.0500370, 1.056098,0.0478420, 0.881447,0.0403990, 0.744030,0.0375630, 0.538677,0.0277840, 0.334710,0.0209790, 0.081063,0.0059110, 0.059707,0.0052110, 0.003721,0.0029160, 0.000000,0.0000960, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,01,30,31.205670,0.7684650, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000960, 0.002334,0.0028980, 0.052713,0.0047950, 0.194847,0.0116730, 0.375778,0.0183590, 0.570451,0.0229850, 0.768723,0.0258020, 0.963108,0.0274900, 1.147806,0.0287600, 1.321582,0.0301960, 1.477913,0.0319110, 1.610421,0.0337350, 1.714959,0.0354240, 1.798619,0.0369320, 1.852287,0.0379500, 1.887252,0.0386410, 1.885460,0.0386050, 1.850884,0.0379270, 1.793088,0.0368340, 1.700803,0.0363820, 1.633325,0.0342970, 1.471439,0.0319230, 1.303921,0.0300530, 1.126300,0.0285900, 0.934663,0.0271480, 0.735947,0.0252220, 0.534589,0.0220350, 0.336925,0.0168710, 0.138281,0.0088000, 0.019579,0.0032310, 0.001660,0.0028880, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
